action_id,incident_id,root_cause,corrective_action,responsible_department,action_start_date,action_end_date,action_status,recurrence_after_action
1716,4261,Substandard raw material,Change material specification,Supplier Quality,2025-08-14,2025-10-21,Completed,False
1717,4263,Insufficient process control,Introduce statistical process control on the line,Production,2025-08-18,2025-09-12,Completed,False
1718,4266,Insufficient process control,Introduce statistical process control on the line,Production,2025-08-20,2025-10-03,Completed,False
1719,4281,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-08-28,,In Progress,
1720,4283,Insufficient process control,Introduce statistical process control on the line,Production,2025-08-26,2025-10-11,Completed,False
1721,4285,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-08-23,2025-11-05,Completed,False
1722,4286,Insufficient process control,Introduce statistical process control on the line,Production,2025-08-28,2025-10-01,Completed,False
1723,4287,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-08-21,2025-09-20,Completed,False
1724,4290,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-08-21,2025-09-06,Completed,False
1725,4292,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-08-26,2025-09-10,Completed,False
1726,4293,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-08-22,2025-10-05,Completed,False
1727,4296,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-08-26,2025-10-09,Completed,True
1728,4298,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-08-29,2025-10-17,Completed,False
1729,4301,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-08-24,2025-10-07,Completed,False
1730,4304,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-08-26,2025-12-09,Completed,True
1731,4308,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-08-31,2025-10-17,Completed,False
1732,4310,Insufficient process control,Introduce statistical process control on the line,Production,2025-09-01,2025-09-18,Completed,False
1733,4312,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-08-29,2025-09-25,Completed,False
1734,4313,Software logic flaw,Release a software update,Quality Assurance,2025-08-31,2025-10-14,Completed,False
1735,4314,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-08-31,2025-11-14,Completed,False
1736,4315,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-08-30,2025-11-02,Completed,False
1737,4316,Insufficient process control,Introduce statistical process control on the line,Production,2025-08-30,2025-10-27,Completed,False
1738,4317,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-08-27,2025-10-15,Completed,False
1739,4318,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-08-30,2025-10-03,Completed,False
1740,4322,Software logic flaw,Release a software update,Design Engineering,2025-08-27,,In Progress,
1741,4324,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2025-09-04,,In Progress,
1742,4327,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-09-06,2025-10-15,Completed,False
1743,4333,Insufficient process control,Introduce statistical process control on the line,Production,2025-09-05,2025-10-28,Completed,False
1744,4334,Operator training gap,Retrain operators and add in-line inspection,Production,2025-09-01,2025-10-31,Completed,False
1745,4335,Operator training gap,Retrain operators and add in-line inspection,Quality Assurance,2025-09-01,2025-10-04,Completed,False
1746,4336,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-09-07,2025-11-02,Completed,False
1747,4338,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-09-02,2025-11-26,Completed,False
1748,4341,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-09-04,2025-11-06,Completed,False
1749,4342,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-09-01,2025-11-25,Completed,True
1750,4350,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-09-05,2025-10-02,Completed,False
1751,4352,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-09-04,2025-10-10,Completed,True
1752,4354,Operator training gap,Retrain operators and add in-line inspection,Production,2025-09-05,2025-10-09,Completed,False
1753,4360,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-09-08,2025-10-13,Completed,False
1754,4361,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-09-06,2025-10-28,Completed,False
1755,4363,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-09-06,2025-10-10,Completed,False
1756,4364,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-09-08,2025-10-24,Completed,False
1757,4365,Incorrect torque settings,Correct torque specification and add torque monitoring,Quality Assurance,2025-09-09,2025-10-11,Completed,False
1758,4366,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2025-09-11,2025-11-09,Completed,False
1759,4378,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-09-10,2025-10-15,Completed,True
1760,4382,Substandard raw material,Change material specification,Quality Assurance,2025-09-17,2025-10-09,Completed,False
1761,4388,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-09-16,2025-11-08,Completed,False
1762,4389,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-09-17,2025-12-26,Completed,True
1763,4390,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-09-17,2025-10-18,Completed,False
1764,4392,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-09-16,2025-11-18,Completed,False
1765,4393,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-09-17,2025-10-17,Completed,True
1766,4394,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-09-11,2025-10-21,Completed,True
1767,4395,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-09-17,2025-12-11,Completed,False
1768,4396,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-09-18,2025-10-09,Completed,False
1769,4399,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-09-19,2025-12-07,Completed,False
1770,4400,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-09-16,2025-10-29,Completed,False
1771,4413,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-09-20,2025-12-09,Completed,False
1772,4416,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-09-20,2025-10-25,Completed,False
1773,4417,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-09-23,2025-11-22,Completed,False
1774,4418,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-09-20,2025-10-24,Completed,False
1775,4421,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-09-19,2025-11-06,Completed,False
1776,4422,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2025-09-22,2025-10-24,Completed,False
1777,4425,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-09-22,2025-12-10,Completed,False
1778,4426,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-09-23,2025-11-06,Completed,False
1779,4428,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-09-25,2025-10-18,Completed,False
1780,4431,Insufficient process control,Introduce statistical process control on the line,Production,2025-09-25,2025-10-24,Completed,False
1781,4433,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-09-25,2025-10-26,Completed,False
1782,4435,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2025-09-26,2025-11-01,Completed,False
1783,4438,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-10-05,2025-11-20,Completed,False
1784,4439,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-09-28,,In Progress,
1785,4440,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-09-29,2025-12-05,Completed,False
1786,4441,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-09-27,2025-11-09,Completed,False
1787,4444,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-09-24,2025-10-29,Completed,False
1788,4446,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-09-24,2025-11-06,Completed,False
1789,4449,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-09-25,2025-12-15,Completed,True
1790,4450,Substandard raw material,Change material specification,Supplier Quality,2025-09-30,2025-11-05,Completed,False
1791,4452,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-10-01,,In Progress,
1792,4455,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-10-01,2025-11-30,Completed,False
1793,4457,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2025-09-24,2025-11-19,Completed,False
1794,4458,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-10-02,2025-11-22,Completed,False
1795,4461,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-09-25,2025-10-16,Completed,True
1796,4462,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-10-01,,In Progress,
1797,4466,Operator training gap,Retrain operators and add in-line inspection,Production,2025-09-30,2025-10-18,Completed,False
1798,4471,Insufficient process control,Introduce statistical process control on the line,Production,2025-10-02,2025-11-18,Completed,True
